year,id,price
1970,UKI,0.58999997
1970,UKJ,0.57999998
1970,UKK,0.52999997
1970,UKH,0.47
1970,UKF,0.49000001
1970,UKG,0.56999999
1970,UKE,0.57999998
1970,UKD,0.56
1970,UKC,0.49000001
1970,UKL,0.47
1970,UKM,0.49000001
1970,UKN,0.58999997
